ID,SMILES,IC50(nM)
BDBM205772,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3cccc(OC)c3C1)CC2,8.3
BDBM205643,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3ccccc31)CC2,202.0
BDBM205654,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3ccccc3C1)CC2,37.7
BDBM205646,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3ccccc3O1)CC2,173.0
BDBM205644,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1COc3ccccc3C1)CC2,18.6
BDBM205647,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1Cc3ccccc31)CC2,211.0
BDBM205641,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1Cc3ccccc3C1)CC2,172.0
BDBM205805,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1Cc3ccccc3CO1)CC2,58.2
BDBM205804,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1OCCc3ccccc31)CC2,683.0
BDBM205660,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)C)CC2,913.0
BDBM205894,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccc(F)cc1)CC2,2.4
BDBM205783,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1cccc(F)c1)CC2,13.2
BDBM205639,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,10.1
BDBM205787,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(O)c1ccccc1)CC2,49.8
BDBM205776,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)C1CC1)CC2,399.0
BDBM205780,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cccc(C)n1)CC2,40.4
BDBM205796,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccn1)CC2,7.8
BDBM205797,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cccnc1)CC2,32.7
BDBM205798,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccncc1)CC2,47.449999999999996
BDBM205795,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(c1ccccc1)C(C)C)CC2,253.0
BDBM205628,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(c1ccccc1)c1ccc(Cl)cc1)CC2,48.1
BDBM205770,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(C)CCCc3ccccc31)CC2,28.4
BDBM205659,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(O)CCCCC1)CC2,538.0
BDBM205782,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccc(F)cc3)CCC1)CC2,414.0
BDBM205789,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CC1)CC2,2.8
BDBM205781,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CCC1)CC2,146.0
BDBM205771,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC(C)(C)Oc3ccccc31)CC2,3.6
BDBM205785,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC1)CC2,614.0
BDBM205658,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCCC1)CC2,176.0
BDBM205794,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCc3ccccc31)CC2,4.9
BDBM205778,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCc3ccncc31)CC2,484.0
BDBM205777,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3c(F)cccc31)CC2,22.3
BDBM205774,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3cc(F)ccc31)CC2,20.6
BDBM205775,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccc(F)cc31)CC2,158.0
BDBM205793,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,8.4
BDBM205792,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc31)CC2,3.1
BDBM205791,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc3C1)CC2,1.4
BDBM205802,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COCc3ccccc31)CC2,22.3
BDBM205801,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc31)CC2,25.3
BDBM205773,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc3C1)CC2,2.7
BDBM205642,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1Cc3ccccc3C1)CC2,8.11
BDBM205788,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1OCCc3ccccc31)CC2,2.2
BDBM205893,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1OCc3ccccc31)CC2,22.9
BDBM205790,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1c3ccccc3CCN1C)CC2,587.0
BDBM205649,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCC(=O)c1ccccc1)CC2,38.6
BDBM205648,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1)CC2,5.41
BDBM205576,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1F)CC2,2.9
BDBM205584,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCN1CCCc3ccccc31)CC2,4.49
BDBM205590,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCN1CCc3ccccc31)CC2,7.4
BDBM205573,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCOc1ccc(F)cc1)CC2,8.76
BDBM205592,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1c(C)[nH]c3ccccc13)CC2,8.0
BDBM205623,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(C)n1)CC2,15.7
BDBM205585,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1)CC2,5.83
BDBM205587,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1C)CC2,42.1
BDBM205622,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccn1)CC2,32.1
BDBM205582,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccnc1)CC2,57.1
BDBM205593,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cn(C)c3ccccc13)CC2,4.74
BDBM205624,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ncccn1)CC2,690.0
BDBM205588,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1cc(C)c3ccccc31)CC2,16.2
BDBM205656,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1nc(C)c3ccccc31)CC2,16.3
BDBM205657,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1ncc3cc(F)ccc31)CC2,9.54
BDBM205598,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1ncc3ccccc31)CC2,21.6
BDBM205784,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CN(C)C(c1ccccc1)c1ccc(Cl)cc1)CC2,10.6
BDBM205578,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COC(C)(C)C)CC2,551.0
BDBM205589,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COCc1ccccc1Cl)CC2,3.57
BDBM205575,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COc1ccc(F)cc1)CC2,59.1
BDBM205574,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COc1ccccc1)CC2,30.2
BDBM205625,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COc1cccnc1)CC2,418.0
BDBM205637,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,10.4
BDBM205638,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C[C@H](C)c1ccccc1)CC2,18.3
BDBM205650,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1cn(C)c3ccccc13)CC2,69.5
BDBM205655,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1n[nH]c3ccccc13)CC2,10.5
BDBM205652,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1noc3ccccc13)CC2,47.2
BDBM205674,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OC(C)C)CC2,348.0
BDBM205673,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC(C)C)CC2,148.0
BDBM205684,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCc1scnc1C)CC2,40.7
BDBM205680,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(C)nn1C)CC2,6.87
BDBM205670,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1)CC2,2.53
BDBM205669,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(F)c1)CC2,5.42
BDBM205678,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(F)c1F)CC2,2.51
BDBM205549,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)C2,165.0
BDBM205688,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,11.7
BDBM205677,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2,3.06
BDBM205679,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccnn1C)CC2,51.6
BDBM205682,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cnc(C)s1)CC2,5.73
BDBM205683,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cncnc1)CC2,34.1
BDBM205681,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1csc(C)n1)CC2,7.12
BDBM205800,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1CCCc3ccccc31)CC2,95.7
BDBM205533,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccc(Cl)cc1)CC2,1.525
BDBM205532,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccc(F)cc1)CC2,1.99
BDBM205535,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1cccc(Cl)c1)CC2,5.39
BDBM205596,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1cccc(F)c1)CC2,1.85
BDBM205611,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,1.89
BDBM205534,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1Cl)CC2,2.11
BDBM205536,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1F)CC2,2.705
BDBM205786,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@H](C)c1ccccc1)CC2,981.0
BDBM205612,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@H]1C[C@@H]1c1ccccc1)CC2,33.1
BDBM205664,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCCc1ccccc1)CC2,13.0
BDBM205663,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccc(F)cc1)CC2,15.1
BDBM205662,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1cccc(F)c1)CC2,60.1
BDBM205667,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1)CC2,30.6
BDBM205665,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1Cl)CC2,21.5
BDBM205661,COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1F)CC2,13.129999999999999
BDBM50357297,COc1ccc(CC(=O)O)cc1-c1ccc(F)cc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,830.0
BDBM205687,COc1ccc(CC(=O)O)cc1-c1ccc(OC)c2c1CN(C(=O)OCc1ccccc1)CC2,251.0
BDBM205556,COc1ccc(CC(=O)O)cc1-c1ccc(S(C)(=O)=O)c2c1CN(C(=O)OCc1ccccc1)CC2,149.0
BDBM205701,COc1ccc(CC(=O)O)cc1-c1cccc2c1CN(C(=O)OCc1ccccc1)CC2,110.0
BDBM50357298,COc1ccc(CC(=O)O)cc1-c1ccccc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,1440.0
BDBM50378993,COc1ccc(CC(=O)O)cc1-c1nc(=O)n(Cc2ccccc2)c2ccccc12,11000.0
BDBM50378995,COc1ccc(CC(=O)O)cc1C(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1,28.0
BDBM50378997,COc1ccc(CC(=O)O)cc1C(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1Cl,140.0
BDBM50378991,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(C(F)(F)F)cc2)c2ccccc21,30.0
BDBM50378990,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(C)cc2)c2ccccc21,59.5
BDBM50378987,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(Cl)cc2)c2ccccc21,14.5
BDBM50378989,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(Cl)cc2Cl)c2ccccc21,134.5
BDBM50378986,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(F)c(F)c2)c2ccccc21,10.5
BDBM50378984,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(F)cc2)c2ccccc21,6.0
BDBM50378992,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ccccc21,70.0
BDBM50378988,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2cccc(Cl)c2)c2ccccc21,43.0
BDBM50378985,COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccccc2)c2ccccc21,32.5
BDBM155021,COc1ccc(CN(C(C)C)S(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(Cl)cc34)cc2)cc1,3.1
BDBM155034,COc1ccc(CN(C(C)C)S(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(F)cc34)cc2)cc1,1.3
BDBM155020,COc1ccc(CNS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(Cl)cc34)cc2)cc1,13.2
BDBM155033,COc1ccc(CNS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(F)cc34)cc2)cc1,3.2
BDBM50387231,COc1ccc(CSc2nc3ccccc3n2CC(=O)O)cc1,210.0
BDBM50444811,COc1ccc(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c(S(=O)(=O)c2ccccc2)c1,70.0
BDBM50309411,COc1ccc(Cc2nc(-c3ccccc3)c(CC(=O)O)s2)cc1OC,2065.0
BDBM50309289,COc1ccc(Cl)cc1-c1nc(C(c2ccccc2)c2ccccc2)sc1CC(=O)O,9400.0
BDBM50387216,COc1ccc(Cl)cc1CSc1nc2ccccc2n1CC(=O)O,740.0
BDBM50312911,COc1ccc(N(c2ccc(OC)cc2)c2nc(-c3cccc(F)c3)c(CC(=O)O)s2)cc1,7.63
BDBM50312921,COc1ccc(N(c2ccc(OC)cc2)c2ncc(CC(=O)O)c(-c3cccc(F)c3)n2)cc1,2790.0
BDBM50309422,COc1ccc(Nc2nc(-c3ccccc3)c(CC(=O)O)s2)cc1,1220.0
BDBM205945,COc1ccc(OC(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,430.0
BDBM50387215,COc1ccc(OC)c(CSc2nc3ccccc3n2CC(=O)O)c1,1600.0
BDBM50200268,COc1ccc(OCC(=O)O)c(C(=O)c2cnn(-c3ccccc3)c2)c1,2175.5
BDBM205708,COc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,21.3
BDBM205713,COc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,4.36
BDBM50302813,COc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,1400.0
BDBM50333864,COc1ccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)cc1,5.5
BDBM50154760,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c(C)c(CC(=O)O)c3ccncn23)c1,5.5
BDBM50034915,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CC(C)(C)N=C3O)c1,5.0
BDBM50154763,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCCC3=O)c1,2.0
BDBM50034810,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1,4.1
BDBM50154762,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2c(C)c(CC(=O)O)c3ccc(C)nc32)c1,4.0
BDBM50154761,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2cc(CC(=O)O)c3ccc(C)nc32)c1,18.0
BDBM50434474,COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2nc(-c3ccccc3)c(CC(=O)O)c2C)c1,36.0
BDBM50444806,COc1ccc(S(=O)(=O)c2ccccc2)c(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c1,60.0
BDBM50034836,COc1ccc(S(=O)(=O)c2ccccc2)c(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1,3.6
BDBM50444793,COc1ccc(S(=O)(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)cc1,200.0
BDBM50034887,COc1ccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)cc1,3.9
BDBM50174360,COc1ccc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cc(F)ccc32)cc1,318.0
BDBM50357130,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,7.1
BDBM205594,COc1ccc2[nH]cc(CCC(=O)N3CCc4c(F)ccc(-c5cc(CC(=O)O)ccc5OC)c4C3)c2c1,29.5
BDBM189154,COc1ccc2[nH]cc(CCC(=O)N3CCc4ncsc4C3c3cc(Cl)ccc3OCC(=O)O)c2c1,45.1
BDBM50006921,COc1ccc2c(c1)c(-c1ccc(=O)n(CC(F)(F)F)c1)c(C)n2CC(=O)O,2000.0
BDBM50401134,COc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,104.0
BDBM50188304,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,50.0
BDBM50188302,COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,180.0
BDBM173209,COc1ccc2c(c1)c(CC(=O)O)c1n2CC(N(C)c2nc3cc(F)ccc3o2)CC1,231.0
BDBM173208,COc1ccc2c(c1)c(CC(=O)O)c1n2CC(N(C)c2ncc(F)cn2)CC1,420.0
BDBM120063,COc1ccc2c(c1)c1c(n2CC(=O)O)CCC(N(C)c2ncc(Cl)cn2)C1,4.6
BDBM50434999,COc1ccc2c(c1)c1c(n2CC(=O)O)CCN(C(=O)c2ccccc2)C1,62.0
BDBM205580,COc1ccc2onc(CC(=O)N3CCc4c(F)ccc(-c5cc(CC(=O)O)ccc5OC)c4C3)c2c1,54.0
BDBM50309404,COc1cccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)c1,215.0
BDBM50312286,COc1cccc(C(=O)N2c3ccccc3[C@@H](N(C(C)=O)c3ccccc3)C[C@H]2C)c1,290.0
BDBM50312287,COc1cccc(C(=O)N2c3ccccc3[C@H](N(C(C)=O)c3ccccc3)C[C@@H]2C)c1,15.0
BDBM205779,COc1cccc(C(C)CC(=O)N2CCc3c(F)ccc(-c4cc(CC(=O)O)ccc4OC)c3C2)n1,77.9
BDBM205949,COc1cccc(CC(=O)O)c1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,352.0
BDBM50387230,COc1cccc(CSc2nc3ccccc3n2CC(=O)O)c1,72.0
BDBM50034813,COc1cccc(Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1S(=O)(=O)c1ccccc1,20.0
BDBM205948,COc1cccc(OCC(=O)O)c1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,23.5
BDBM50357134,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,71.0
BDBM50034879,COc1cccc(S(=O)(=O)c2ccccc2)c1Cc1c2c(n(CC(=O)O)c1C)CCN=C2O,4500.0
BDBM50444799,COc1cccc(S(=O)(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c1,520.0
BDBM50034883,COc1cccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCN=C3O)c1,12.0
BDBM50444800,COc1cccc(Sc2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c1,5000.0
BDBM50188299,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,11.0
BDBM50309403,COc1ccccc1-c1ccccc1Cc1nc(-c2ccc(F)cc2)c(CC(=O)O)s1,170.0
BDBM50309451,COc1ccccc1-c1nc(-c2ccc(Br)cc2)c(CC(=O)O)s1,350.0
BDBM205666,COc1ccccc1CN=C(O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,19.6
BDBM189237,COc1ccccc1CN=C(O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,5.5
BDBM189238,COc1ccccc1CN=C(S)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,9.5
BDBM50387229,COc1ccccc1CSc1nc2ccccc2n1CC(=O)O,1100.0
BDBM50309429,COc1ccccc1N=c1[nH]c(-c2ccc(-c3ccccc3)cc2)c(CC(=O)O)s1,1105.0
BDBM50309430,COc1ccccc1N=c1[nH]c(-c2ccc(Cl)cc2)c(CC(=O)O)s1,590.0
BDBM50309431,COc1ccccc1N=c1[nH]c(-c2ccc(F)cc2)c(CC(=O)O)s1,1800.0
BDBM50309428,COc1ccccc1N=c1[nH]c(-c2ccc(Oc3ccccc3)cc2)c(CC(=O)O)s1,264.5
BDBM120038,COc1cnc(N(C)C2CCc3c(c4cc(F)ccc4n3CC(=O)O)C2)nc1,7.2
BDBM50309309,CS(=O)(=O)Nc1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,205.0
BDBM189241,CS(=O)(=O)Nc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,254.0
BDBM50344993,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.2
BDBM50345009,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,36.0
BDBM50344988,CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,0.6
BDBM205551,CS(=O)(=O)c1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,16.3
BDBM205560,CS(=O)(=O)c1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,6.6
BDBM50384474,CS(=O)(=O)c1ccc(CN(C(=O)C2CCCC2)c2cc(F)cc(-c3nn[nH]n3)c2)cc1,57.0
BDBM50384475,CS(=O)(=O)c1ccc(CN(C(=O)Cc2ccccc2)c2cc(F)cc(-c3nn[nH]n3)c2)cc1,3.7
BDBM50356665,CS(=O)(=O)c1ccc(Cl)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,26.0
BDBM50356664,CS(=O)(=O)c1ccc(F)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,95.0
BDBM50312912,CS(=O)(=O)c1ccc(N(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1,96.0
BDBM50345011,CS(=O)(=O)c1ccc(OCC(=O)O)c(-c2ccccc2)c1,541.0
BDBM50338164,CS(=O)(=O)c1ccc(S(=O)(=O)n2cc(CC(=O)O)c3ccsc32)cc1,4000.0
BDBM50338165,CS(=O)(=O)c1ccc(S(=O)(=O)n2cc(CC(=O)O)c3sccc32)cc1,5000.0
BDBM50309308,CS(=O)(=O)c1cccc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)c1,3445.0
BDBM119860,CS(=O)(=O)c1cccc(S(=O)(=O)N2CCC(c3cc(CC(=O)O)cc4ccc(F)cc34)CC2)c1,1150.0
BDBM50344161,C[C@@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)c1ccc(F)cc1,3.0
BDBM50333497,C[C@@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1)c1ccc(F)cc1,3.45
