SMILES,IC50(nM),ID
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)CCn1ncc3ccccc31)CC2,37.8,CHEMBL3982892
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)COCc1ccccc1Cl)CC2,30.2,CHEMBL3959512
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)OCc1ccccc1)CC2,5.9,CHEMBL3958180
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccc(Cl)cc1)CC2,3.75,CHEMBL3898927
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1cccc(F)c1)CC2,9.58,CHEMBL3945515
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,1.68,CHEMBL3950795
COc1ccc(CC(=O)O)cc1-c1ccc(Cl)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1F)CC2,1.16,CHEMBL3974897
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)C1CC1c1ccccc1)CC2,19.9,CHEMBL3967277
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCCc1ccccc1)C2,105.0,CHEMBL3892242
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCN1CCCc3ccccc31)C2,21.3,CHEMBL3976468
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCOc1ccccc1)C2,43.0,CHEMBL3964696
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCc1ccccc1)C2,64.7,CHEMBL3932677
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)CCc1cn(C)c3ccccc13)C2,17.7,CHEMBL3914723
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)COCc1ccccc1Cl)C2,69.2,CHEMBL3905736
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)OCc1ccccc1)C2,594.0,CHEMBL3978107
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)OCc1ccccc1)CC2,141.0,CHEMBL3942283
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CCN(C(=O)[C@@H]1C[C@H]1c1ccccc1)C2,414.0,CHEMBL3920243
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1cc(C)nn1C)CC2,49.1,CHEMBL3897501
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1ccccc1)CC2,35.8,CHEMBL3983306
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1cccnc1)CC2,57.2,CHEMBL3972187
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1nc3ccccc3s1)CC2,9.14,CHEMBL3892199
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1sc(C)nc1C)CC2,93.8,CHEMBL3916679
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C(C)Cc1ccccc1)CC2,28.9,CHEMBL3907362
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C(C)Cc1cccnc1)CC2,291.0,CHEMBL3944162
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1C(C)(C)C1(C)C)CC2,267.0,CHEMBL3930642
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC(=O)c3ccccc31)CC2,862.0,CHEMBL3968967
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC(=O)c3ccccc3C1)CC2,21.2,CHEMBL3920939
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1(C)C)CC2,45.7,CHEMBL3969189
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1)CC2,68.9,CHEMBL3925212
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccc(Cl)cc1Cl)CC2,10.1,CHEMBL3958683
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1cccc(F)c1)CC2,12.0,CHEMBL3893025
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1)C2,7.54,CHEMBL3897226
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1)CC2,2.64,CHEMBL3924468
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1C(F)(F)F)CC2,0.22,CHEMBL3943674
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccc1C)CC2,4.22,CHEMBL3901268
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccn1)CC2,2.2,CHEMBL3981681
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCOc3ccccc31)CC2,262.0,CHEMBL3904360
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3cccc(OC)c3C1)CC2,8.3,CHEMBL3953684
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3ccccc31)CC2,202.0,CHEMBL3916195
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3ccccc3C1)CC2,37.7,CHEMBL3921249
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3ccccc3O1)CC2,173.0,CHEMBL3898335
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1COc3ccccc3C1)CC2,18.6,CHEMBL3892928
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1Cc3ccccc31)CC2,211.0,CHEMBL3929848
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1Cc3ccccc3C1)CC2,172.0,CHEMBL3984341
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1Cc3ccccc3CO1)CC2,58.2,CHEMBL3898891
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1OCCc3ccccc31)CC2,683.0,CHEMBL3966727
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)C)CC2,913.0,CHEMBL3979897
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccc(F)cc1)CC2,2.4,CHEMBL3986141
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1cccc(F)c1)CC2,13.2,CHEMBL3924647
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,10.1,CHEMBL3982404
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(O)c1ccccc1)CC2,49.8,CHEMBL3917977
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)C1CC1)CC2,399.0,CHEMBL3976569
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cccc(C)n1)CC2,40.4,CHEMBL3947012
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccn1)CC2,7.8,CHEMBL3956812
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cccnc1)CC2,32.7,CHEMBL3985486
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccncc1)CC2,47.449999999999996,CHEMBL3955680
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(c1ccccc1)C(C)C)CC2,253.0,CHEMBL3967744
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(c1ccccc1)c1ccc(Cl)cc1)CC2,48.1,CHEMBL3934698
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(C)CCCc3ccccc31)CC2,28.4,CHEMBL3948364
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(O)CCCCC1)CC2,538.0,CHEMBL3966835
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccc(F)cc3)CCC1)CC2,414.0,CHEMBL3955736
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CC1)CC2,2.8,CHEMBL3919164
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CCC1)CC2,146.0,CHEMBL3919220
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC(C)(C)Oc3ccccc31)CC2,3.6,CHEMBL3977592
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC1)CC2,614.0,CHEMBL3933567
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCCC1)CC2,176.0,CHEMBL3898991
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCc3ccccc31)CC2,4.9,CHEMBL3941641
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCc3ccncc31)CC2,484.0,CHEMBL3982476
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3c(F)cccc31)CC2,22.3,CHEMBL3963975
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3cc(F)ccc31)CC2,20.6,CHEMBL3962435
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccc(F)cc31)CC2,158.0,CHEMBL3893423
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,8.4,CHEMBL3972436
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc31)CC2,3.1,CHEMBL3942821
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc3C1)CC2,1.4,CHEMBL3980466
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COCc3ccccc31)CC2,22.3,CHEMBL3908638
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc31)CC2,25.3,CHEMBL3935237
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc3C1)CC2,2.7,CHEMBL3978829
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1Cc3ccccc3C1)CC2,8.11,CHEMBL3891690
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1OCCc3ccccc31)CC2,2.2,CHEMBL3954564
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1OCc3ccccc31)CC2,22.9,CHEMBL3956276
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1c3ccccc3CCN1C)CC2,587.0,CHEMBL3948154
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCC(=O)c1ccccc1)CC2,38.6,CHEMBL3943049
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1)CC2,5.41,CHEMBL3915072
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCCc1ccccc1F)CC2,2.9,CHEMBL3976211
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCN1CCCc3ccccc31)CC2,4.49,CHEMBL3907150
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCN1CCc3ccccc31)CC2,7.4,CHEMBL3896449
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCOc1ccc(F)cc1)CC2,8.76,CHEMBL3919971
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1c(C)[nH]c3ccccc13)CC2,8.0,CHEMBL3909008
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(C)n1)CC2,15.7,CHEMBL3923317
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1)CC2,5.83,CHEMBL3980797
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1C)CC2,42.1,CHEMBL3939647
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccn1)CC2,32.1,CHEMBL3957622
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccnc1)CC2,57.1,CHEMBL3952911
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cn(C)c3ccccc13)CC2,4.74,CHEMBL3933381
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ncccn1)CC2,690.0,CHEMBL3949001
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1cc(C)c3ccccc31)CC2,16.2,CHEMBL3928582
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1nc(C)c3ccccc31)CC2,16.3,CHEMBL3912305
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1ncc3cc(F)ccc31)CC2,9.54,CHEMBL3955414
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCn1ncc3ccccc31)CC2,21.6,CHEMBL3986474
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CN(C)C(c1ccccc1)c1ccc(Cl)cc1)CC2,10.6,CHEMBL3961028
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COC(C)(C)C)CC2,551.0,CHEMBL3967697
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COCc1ccccc1Cl)CC2,3.57,CHEMBL3897078
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COc1ccc(F)cc1)CC2,59.1,CHEMBL3914432
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COc1ccccc1)CC2,30.2,CHEMBL3981044
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)COc1cccnc1)CC2,418.0,CHEMBL3981184
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,10.4,CHEMBL3949532
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C[C@H](C)c1ccccc1)CC2,18.3,CHEMBL3912501
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1cn(C)c3ccccc13)CC2,69.5,CHEMBL3906801
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1n[nH]c3ccccc13)CC2,10.5,CHEMBL3896737
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1noc3ccccc13)CC2,47.2,CHEMBL3897797
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCCc1ccccc1)CC2,13.0,CHEMBL3957203
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccc(F)cc1)CC2,15.1,CHEMBL3904164
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1cccc(F)c1)CC2,60.1,CHEMBL3975043
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1)CC2,30.6,CHEMBL3918661
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1Cl)CC2,21.5,CHEMBL3899431
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1F)CC2,13.129999999999999,CHEMBL3913174
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OC(C)C)CC2,348.0,CHEMBL3950050
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC(C)C)CC2,148.0,CHEMBL3913313
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCc1scnc1C)CC2,40.7,CHEMBL3930697
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(C)nn1C)CC2,6.87,CHEMBL3895638
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1)CC2,2.53,CHEMBL3935817
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(F)c1)CC2,5.42,CHEMBL3971283
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(F)c1F)CC2,2.51,CHEMBL3943582
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)C2,165.0,CHEMBL3917846
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,11.7,CHEMBL3960253
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2,3.06,CHEMBL3906634
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccnn1C)CC2,51.6,CHEMBL3915621
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cnc(C)s1)CC2,5.73,CHEMBL3921760
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cncnc1)CC2,34.1,CHEMBL3952967
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1csc(C)n1)CC2,7.12,CHEMBL3944219
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1CCCc3ccccc31)CC2,95.7,CHEMBL3986637
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccc(Cl)cc1)CC2,1.525,CHEMBL3942041
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccc(F)cc1)CC2,1.99,CHEMBL3914037
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1cccc(Cl)c1)CC2,5.39,CHEMBL3937307
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1cccc(F)c1)CC2,1.85,CHEMBL3915617
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,1.89,CHEMBL3982372
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1Cl)CC2,2.11,CHEMBL3912862
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1F)CC2,2.705,CHEMBL3928441
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@H](C)c1ccccc1)CC2,981.0,CHEMBL3942399
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@H]1C[C@@H]1c1ccccc1)CC2,33.1,CHEMBL3899900
COc1ccc(CC(=O)O)cc1-c1ccc(F)cc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,830.0,CHEMBL1916693
COc1ccc(CC(=O)O)cc1-c1ccc(OC)c2c1CN(C(=O)OCc1ccccc1)CC2,251.0,CHEMBL3969258
COc1ccc(CC(=O)O)cc1-c1ccc(S(C)(=O)=O)c2c1CN(C(=O)OCc1ccccc1)CC2,149.0,CHEMBL3902827
COc1ccc(CC(=O)O)cc1-c1cccc2c1CN(C(=O)OCc1ccccc1)CC2,110.0,CHEMBL3900940
COc1ccc(CC(=O)O)cc1-c1ccccc1CN1C(=O)O[C@H](c2ccccc2)[C@@H]1C,1440.0,CHEMBL1916694
COc1ccc(CC(=O)O)cc1-c1nc(=O)n(Cc2ccccc2)c2ccccc12,11000.0,CHEMBL2011457
COc1ccc(CC(=O)O)cc1C(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1,28.0,CHEMBL2011446
COc1ccc(CC(=O)O)cc1C(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1Cl,140.0,CHEMBL2011448
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(C(F)(F)F)cc2)c2ccccc21,30.0,CHEMBL2011455
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(C)cc2)c2ccccc21,59.5,CHEMBL2011454
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(Cl)cc2)c2ccccc21,14.5,CHEMBL2011451
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(Cl)cc2Cl)c2ccccc21,134.5,CHEMBL2011453
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(F)c(F)c2)c2ccccc21,10.5,CHEMBL2010810
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(F)cc2)c2ccccc21,6.0,CHEMBL2011450
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ccccc21,70.0,CHEMBL2011456
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2cccc(Cl)c2)c2ccccc21,43.0,CHEMBL2011452
COc1ccc(CC(=O)O)cc1C1=NCC(=O)N(Cc2ccccc2)c2ccccc21,32.5,CHEMBL2011449
COc1ccc(CN(C(C)C)S(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(Cl)cc34)cc2)cc1,3.1,CHEMBL3667644
COc1ccc(CN(C(C)C)S(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(F)cc34)cc2)cc1,1.3,CHEMBL3667655
COc1ccc(CNS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(Cl)cc34)cc2)cc1,13.2,CHEMBL3667643
COc1ccc(CNS(=O)(=O)c2ccc(-c3c(C)c(CC(=O)O)cc4ccc(F)cc34)cc2)cc1,3.2,CHEMBL3667654
COc1ccc(CSc2nc3ccccc3n2CC(=O)O)cc1,210.0,CHEMBL2048161
COc1ccc(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c(S(=O)(=O)c2ccccc2)c1,70.0,CHEMBL3099132
COc1ccc(Cc2nc(-c3ccccc3)c(CC(=O)O)s2)cc1OC,2065.0,CHEMBL590309
COc1ccc(Cl)cc1-c1nc(C(c2ccccc2)c2ccccc2)sc1CC(=O)O,9400.0,CHEMBL590399
COc1ccc(Cl)cc1CSc1nc2ccccc2n1CC(=O)O,740.0,CHEMBL2048175
COc1ccc(N(c2ccc(OC)cc2)c2nc(-c3cccc(F)c3)c(CC(=O)O)s2)cc1,7.63,CHEMBL1087031
COc1ccc(N(c2ccc(OC)cc2)c2ncc(CC(=O)O)c(-c3cccc(F)c3)n2)cc1,2790.0,CHEMBL1080560
COc1ccc(Nc2nc(-c3ccccc3)c(CC(=O)O)s2)cc1,1220.0,CHEMBL596711
COc1ccc(OC(C)C(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,430.0,CHEMBL3986592
COc1ccc(OC)c(CSc2nc3ccccc3n2CC(=O)O)c1,1600.0,CHEMBL2048176
COc1ccc(OCC(=O)O)c(C(=O)c2cnn(-c3ccccc3)c2)c1,2175.5,CHEMBL386606
COc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,21.3,CHEMBL3910984
COc1ccc(OCC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,4.36,CHEMBL3972013
COc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,1400.0,CHEMBL570619
COc1ccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)cc1,5.5,CHEMBL1643798
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c(C)c(CC(=O)O)c3ccncn23)c1,5.5,CHEMBL3774449
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CC(C)(C)NC3=O)c1,5.0,CHEMBL3338132
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCCC3=O)c1,2.0,CHEMBL3774415
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,4.1,CHEMBL3338109
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2c(C)c(CC(=O)O)c3ccc(C)nc32)c1,4.0,CHEMBL3774971
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2cc(CC(=O)O)c3ccc(C)nc32)c1,18.0,CHEMBL3775880
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cn2nc(-c3ccccc3)c(CC(=O)O)c2C)c1,36.0,CHEMBL2387698
COc1ccc(S(=O)(=O)c2ccccc2)c(Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)c1,60.0,CHEMBL3099106
COc1ccc(S(=O)(=O)c2ccccc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,3.6,CHEMBL3338097
COc1ccc(S(=O)(=O)c2ccccc2Cc2c(-c3ccccc3)nn(CC(=O)O)c2C)cc1,200.0,CHEMBL3099120
COc1ccc(S(=O)(=O)c2ccccc2Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)cc1,3.9,CHEMBL3338107
COc1ccc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cc(F)ccc32)cc1,318.0,CHEMBL364299
COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,7.1,CHEMBL1917444
COc1ccc2[nH]cc(CCC(=O)N3CCc4c(F)ccc(-c5cc(CC(=O)O)ccc5OC)c4C3)c2c1,29.5,CHEMBL3910257
COc1ccc2[nH]cc(CCC(=O)N3CCc4ncsc4C3c3cc(Cl)ccc3OCC(=O)O)c2c1,45.1,CHEMBL3892037
COc1ccc2c(c1)c(-c1ccc(=O)n(CC(F)(F)F)c1)c(C)n2CC(=O)O,2000.0,CHEMBL3236942
COc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,104.0,CHEMBL2203299
COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,50.0,CHEMBL379828
COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,180.0,CHEMBL213029
COc1ccc2c(c1)c(CC(=O)O)c1n2CC(N(C)c2nc3cc(F)ccc3o2)CC1,231.0,CHEMBL3673997
